course,prof,gpa,% of A,% of B,section_,semester
CEHD 603,GOODSON P,3.545,64%,27%,600,2018 Fall
EDAD 601,HAYNES DAVISON C,4.000,100%,0%,600,2018 Fall
EDAD 603,PONJUAN L,3.450,45%,55%,600,2018 Fall
EDAD 605,IRBY B,3.750,75%,25%,700,2018 Fall
EDAD 605,LUEVANOS E,4.000,100%,0%,701,2018 Fall
EDAD 610,BROWN J,4.000,100%,0%,600,2018 Fall
EDAD 624,SMITH K,3.875,94%,0%,700,2018 Fall
EDAD 627,LECHUGA V,4.000,100%,0%,600,2018 Fall
EDAD 631,BAILEY K,4.000,100%,0%,600,2018 Fall
EDAD 635,WEBB-JOHNSON G,3.884,88%,12%,700,2018 Fall
EDAD 638,WEBB-JOHNSON G,3.875,88%,12%,700,2018 Fall
EDAD 639,LECHUGA V,3.866,87%,13%,601,2018 Fall
EDAD 639,FAHRENWALD C,3.818,82%,18%,602,2018 Fall
EDAD 639,FAHRENWALD C,4.000,100%,0%,700,2018 Fall
EDAD 650,STANLEY C,4.000,100%,0%,600,2018 Fall
EDAD 651,POENITZSCH N,3.923,92%,8%,600,2018 Fall
EDAD 653,MUSOBA G,4.000,100%,0%,601,2018 Fall
EDAD 655,STANLEY C,3.894,89%,11%,600,2018 Fall
EDAD 669,HAYNES DAVISON C,4.000,100%,0%,600,2018 Fall
EDAD 683,BAILEY K,4.000,100%,0%,600,2018 Fall
EDAD 683,BAILEY K,3.774,73%,27%,601,2018 Fall
EDAD 687,MADSEN J,3.586,59%,41%,700,2018 Fall
EDAD 688,BOWEN D,3.700,70%,30%,600,2018 Fall
EHRD 203,MENDOZA DIAZ N,3.710,76%,18%,501,2018 Fall
EHRD 203,CHAKRABORTY M,3.675,82%,10%,502,2018 Fall
EHRD 203,MENDOZA DIAZ N,3.675,75%,18%,598,2018 Fall
EHRD 210,MCNAUGHTEN D,3.593,69%,22%,500,2018 Fall
EHRD 210,STOWE C,4.000,100%,0%,597,2018 Fall
EHRD 315,MARK C,3.440,68%,12%,500,2018 Fall
EHRD 315,MARK C,3.677,81%,13%,597,2018 Fall
EHRD 371,SANTOS R,4.000,100%,0%,902,2018 Fall
EHRD 371,SANTOS R,3.393,52%,39%,920,2018 Fall
EHRD 371,SANTOS R,2.793,45%,24%,999,2018 Fall
EHRD 372,MUYIA M,3.763,79%,18%,569,2018 Fall
EHRD 372,MUYIA M,3.605,76%,13%,597,2018 Fall
EHRD 372,MUYIA M,3.486,73%,16%,598,2018 Fall
EHRD 374,MUYIA M,3.157,47%,37%,599,2018 Fall
EHRD 391,SANDLIN J,2.655,24%,38%,501,2018 Fall
EHRD 391,SANDLIN J,3.100,43%,33%,502,2018 Fall
EHRD 391,REED K,2.735,26%,35%,599,2018 Fall
EHRD 405,STOWE C,4.000,100%,0%,599,2018 Fall
EHRD 408,PONJUAN L,3.607,64%,32%,500,2018 Fall
EHRD 413,HUTCHINS N,3.962,96%,4%,500,2018 Fall
EHRD 413,MCDONALD W,3.592,67%,26%,501,2018 Fall
EHRD 477,SWEENEY D,3.000,17%,69%,500,2018 Fall
EHRD 477,SMITH B,3.722,75%,22%,599,2018 Fall
EHRD 481,FOWLER R,3.810,84%,14%,500,2018 Fall
EHRD 481,FOWLER R,3.720,86%,5%,501,2018 Fall
EHRD 490,SANDLIN J,3.035,39%,36%,901,2018 Fall
EHRD 490,BOWEN D,3.642,64%,36%,920,2018 Fall
EHRD 490,SANDLIN J,3.156,34%,53%,921,2018 Fall
EHRD 601,WANG J,3.857,86%,14%,600,2018 Fall
EHRD 603,DOOLEY L,4.000,100%,0%,700,2018 Fall
EHRD 607,WANG J,3.833,83%,17%,600,2018 Fall
EHRD 612,DOOLEY L,3.920,92%,8%,700,2018 Fall
EHRD 613,SHEHANE M,3.894,89%,11%,600,2018 Fall
EHRD 614,BEYERLEIN M,4.000,100%,0%,699,2018 Fall
EHRD 614,BEYERLEIN M,3.947,95%,5%,700,2018 Fall
EHRD 616,ROUMELL E,3.875,88%,12%,700,2018 Fall
EHRD 618,DIRANI K,3.739,78%,17%,700,2018 Fall
EHRD 619,WATSON N,3.600,73%,13%,600,2018 Fall
EHRD 624,OPENGART R,3.714,86%,0%,699,2018 Fall
EHRD 624,OPENGART R,3.555,67%,22%,700,2018 Fall
EHRD 625,BEYERLEIN M,3.846,85%,15%,700,2018 Fall
EHRD 627,DIRANI K,3.857,86%,14%,700,2018 Fall
EHRD 630,BAUMGARTNER L,3.833,83%,17%,600,2018 Fall
EHRD 630,BAUMGARTNER L,3.692,77%,15%,700,2018 Fall
EHRD 636,WOODS C,4.000,100%,0%,600,2018 Fall
