course,prof,gpa,% of A,% of B,section_,semester
ANTH 201,CARLSON D,3.666,67%,33%,200,2017 Spring
ANTH 201,PRATT J,3.210,39%,42%,501,2017 Spring
ANTH 201,BECK C,2.424,9%,42%,502,2017 Spring
ANTH 201,BRYANT V,2.666,18%,43%,599,2017 Spring
ANTH 202,WATERS M,2.404,7%,48%,500,2017 Spring
ANTH 204,GRAF K,2.444,33%,22%,500,2017 Spring
ANTH 204,GRAF K,2.928,29%,36%,502,2017 Spring
ANTH 205,ALVARD M,2.631,19%,44%,501,2017 Spring
ANTH 205,VIEIRA DE CASTRO L,3.528,61%,34%,502,2017 Spring
ANTH 205,LYNCH D,3.504,59%,35%,503,2017 Spring
ANTH 205,LYNCH D,3.414,53%,36%,504,2017 Spring
ANTH 205,WINKING J,2.808,21%,45%,505,2017 Spring
ANTH 205,BURKE A,3.000,37%,30%,506,2017 Spring
ANTH 205,KENNEDY C,3.206,38%,52%,507,2017 Spring
ANTH 205,FARRAR J,3.657,67%,31%,508,2017 Spring
ANTH 205,BRYANT V,2.482,22%,26%,599,2017 Spring
ANTH 205,LAPORTE C,3.800,84%,12%,901,2017 Spring
ANTH 205,LAPORTE C,3.600,64%,32%,902,2017 Spring
ANTH 205,LAPORTE C,3.400,44%,52%,903,2017 Spring
ANTH 205,LAPORTE C,3.708,71%,29%,904,2017 Spring
ANTH 205,LAPORTE C,3.833,83%,17%,905,2017 Spring
ANTH 205,LAPORTE C,3.600,68%,24%,906,2017 Spring
ANTH 205,LAPORTE C,3.880,88%,12%,907,2017 Spring
ANTH 205,LAPORTE C,3.560,68%,28%,908,2017 Spring
ANTH 210,LAUGHLIN T,3.615,73%,15%,501,2017 Spring
ANTH 210,HOPKINS A,3.525,60%,32%,502,2017 Spring
ANTH 210,RATERMAN J,2.934,39%,43%,503,2017 Spring
ANTH 210,TSAI G,2.951,34%,32%,504,2017 Spring
ANTH 225,DE RUITER D,2.455,17%,30%,501,2017 Spring
ANTH 225,GURSKY S,2.568,18%,43%,599,2017 Spring
ANTH 226,FORD B,3.066,33%,47%,501,2017 Spring
ANTH 226,CANTERBURY J,3.333,61%,28%,502,2017 Spring
ANTH 226,CANTERBURY J,3.000,27%,55%,504,2017 Spring
ANTH 229,GREEN T,2.782,26%,30%,500,2017 Spring
ANTH 301,THOMS A,2.000,19%,19%,500,2017 Spring
ANTH 305,DOZIER C,3.263,47%,42%,900,2017 Spring
ANTH 305,LINDERHOLM A,3.500,50%,50%,901,2017 Spring
ANTH 312,DE RUITER D,2.571,18%,29%,500,2017 Spring
ANTH 316,CARLSON D,3.121,33%,45%,501,2017 Spring
ANTH 317,WACHSMANN S,2.771,23%,43%,500,2017 Spring
ANTH 318,CRISMAN K,2.842,32%,32%,500,2017 Spring
ANTH 324,PUTCHA R,3.500,62%,33%,501,2017 Spring
ANTH 324,KATTARI K,3.590,64%,34%,502,2017 Spring
ANTH 324,DEL CIAMPO M,3.470,59%,36%,504,2017 Spring
ANTH 340,GREEN T,3.250,32%,61%,500,2017 Spring
ANTH 360,CARLSON D,3.535,61%,32%,500,2017 Spring
ANTH 403,LYNCH D,3.785,86%,7%,500,2017 Spring
ANTH 410,LAPORTE C,2.700,27%,37%,500,2017 Spring
ANTH 410,WINKING J,3.368,53%,32%,502,2017 Spring
ANTH 415,PUCKETT N,3.250,38%,50%,900,2017 Spring
ANTH 421,THAKAR H,3.129,32%,52%,500,2017 Spring
ANTH 426,HOPKINS A,3.437,53%,38%,500,2017 Spring
ANTH 427,ATHREYA S,3.142,29%,57%,500,2017 Spring
ANTH 436,WACHSMANN S,3.162,41%,41%,500,2017 Spring
ANTH 484,THAKAR H,4.000,100%,0%,501,2017 Spring
ANTH 485,WINKING J,0.000,100%,0%,523,2017 Spring
ANTH 489,WHITE L,4.000,100%,0%,500,2017 Spring
ANTH 489,LINDERHOLM A,3.500,50%,50%,501,2017 Spring
ANTH 602,THOMS A,3.750,75%,25%,600,2017 Spring
ANTH 604,ALVARD M,3.769,85%,8%,600,2017 Spring
ANTH 606,HAMILTON D,3.750,75%,25%,600,2017 Spring
ANTH 608,WACHSMANN S,3.714,71%,29%,600,2017 Spring
ANTH 616,VIEIRA DE CASTRO L,4.000,100%,0%,600,2017 Spring
ANTH 628,CRISMAN K,4.000,100%,0%,600,2017 Spring
ANTH 637,THAKAR H,3.400,60%,20%,600,2017 Spring
ANTH 648,ATHREYA S,3.600,60%,40%,600,2017 Spring
ANTH 657,GOEBEL F,4.000,100%,0%,600,2017 Spring
AFST 201,DONKOR D,3.857,86%,14%,501,2017 Spring
AFST 204,TUHKANEN M,3.000,50%,20%,500,2017 Spring
AFST 209,SALTER P,2.944,22%,50%,500,2017 Spring
AFST 300,ROMANSKY T,2.285,29%,0%,500,2017 Spring
AFST 301,BROUSSARD A,3.200,30%,60%,500,2017 Spring
AFST 317,SAKAMOTO A,3.500,57%,36%,501,2017 Spring
AFST 323,MAY R,2.600,0%,60%,500,2017 Spring
AFST 325,LAWO-SUKAM A,3.500,50%,50%,500,2017 Spring
AFST 345,YARAK L,2.166,0%,67%,500,2017 Spring
AFST 398,GARRITANO C,2.400,60%,0%,500,2017 Spring
AFST 481,CARTER-SOWELL A,3.333,33%,67%,500,2017 Spring
AFST 601,JOHNSON V,4.000,100%,0%,600,2017 Spring
FILM 299,GARRITANO C,3.130,43%,35%,500,2017 Spring
FILM 343,ELLIS L,3.166,33%,50%,500,2017 Spring
FILM 345,HEUMAN J,2.800,40%,40%,500,2017 Spring
FILM 349,ELLIS L,3.291,67%,17%,500,2017 Spring
FILM 351,MCWHIRTER D,2.600,40%,20%,500,2017 Spring
FILM 394,HUMPHREY D,3.285,57%,14%,500,2017 Spring
FILM 425,HAWTHORNE M,3.166,33%,50%,500,2017 Spring
FILM 445,HEUMAN J,2.600,0%,60%,900,2017 Spring
JOUR 102,WALRAVEN E,3.166,39%,43%,501,2017 Spring
JOUR 102,RUBIN H,3.030,33%,36%,502,2017 Spring
JOUR 200,WALRAVEN E,3.760,84%,8%,500,2017 Spring
JOUR 203,GAMMON A,3.700,70%,30%,901,2017 Spring
JOUR 203,RUBIN H,2.875,25%,38%,902,2017 Spring
JOUR 250,RICE D,3.545,64%,27%,500,2017 Spring
JOUR 304,RUBIN H,3.090,45%,36%,500,2017 Spring
JOUR 365,KLUVER A,3.333,33%,67%,500,2017 Spring
JOUR 451,RICE D,3.200,50%,40%,500,2017 Spring
JOUR 489,GAMMON A,3.875,88%,12%,501,2017 Spring
JOUR 490,WALRAVEN E,3.545,73%,9%,901,2017 Spring
LBAR 181,OBERHELMAN S,3.647,76%,12%,507,2017 Spring
LBAR 181,OBERHELMAN S,3.764,82%,12%,508,2017 Spring
LBAR 181,OBERHELMAN S,3.625,75%,19%,509,2017 Spring
LBAR 181,OBERHELMAN S,3.615,77%,8%,510,2017 Spring
RELS 220,SCHWARTZ D,2.153,4%,38%,500,2017 Spring
RELS 221,EMRE S,3.400,60%,20%,500,2017 Spring
RELS 312,HAVENS J,3.058,41%,35%,900,2017 Spring
RELS 321,KARASIPAHI S,3.142,43%,29%,500,2017 Spring
RELS 326,MESTROVIC S,3.600,60%,40%,500,2017 Spring
RELS 340,GREEN T,2.600,20%,40%,500,2017 Spring
RELS 360,WOLLOCK J,3.800,80%,20%,500,2017 Spring
RELS 365,HAEFELI E,3.285,29%,71%,500,2017 Spring
RELS 480,HAVENS J,3.000,20%,60%,900,2017 Spring
WGST 200,WOLF J,2.250,14%,21%,500,2017 Spring
WGST 200,LAKKIMSETTI C,2.538,46%,15%,598,2017 Spring
WGST 200,ELLIS L,3.728,78%,19%,599,2017 Spring
WGST 207,SUZUKI K,2.800,40%,20%,503,2017 Spring
WGST 207,SUZUKI K,2.000,15%,31%,504,2017 Spring
WGST 300,EDENS P,3.000,35%,35%,501,2017 Spring
WGST 300,MINER-RUBINO K,3.450,55%,40%,502,2017 Spring
WGST 318,URETA M,2.000,0%,20%,500,2017 Spring
WGST 333,REDDY V,3.000,40%,20%,500,2017 Spring
WGST 334,FEHR S,3.200,40%,40%,500,2017 Spring
WGST 343,ELLIS L,3.727,82%,9%,500,2017 Spring
WGST 411,ASCHENBECK S,4.000,100%,0%,900,2017 Spring
WGST 420,MILLER L,3.400,60%,20%,900,2017 Spring
WGST 430,DESHONG T,3.142,29%,57%,500,2017 Spring
WGST 481,WOLF J,2.647,24%,47%,900,2017 Spring
WGST 680,ROBINSON S,3.800,80%,20%,600,2017 Spring
WGST 689,HUMPHREY D,4.000,100%,0%,604,2017 Spring
COMM 203,CONRAD C,3.888,89%,11%,200,2017 Spring
