course,prof,gpa,% of A,% of B,section_,semester
ANTH 201,ALVARD M,2.400,22%,27%,501,2019 Fall
ANTH 201,ANDERSON M,2.805,25%,44%,502,2019 Fall
ANTH 201,BRYANT V,2.380,14%,30%,599,2019 Fall
ANTH 202,THOMS A,2.420,8%,36%,501,2019 Fall
ANTH 204,PRATT J,3.084,32%,46%,500,2019 Fall
ANTH 205,VIEIRA DE CASTRO L,2.844,22%,44%,501,2019 Fall
ANTH 205,VIEIRA DE CASTRO L,2.840,16%,58%,502,2019 Fall
ANTH 205,LYNCH D,3.116,40%,36%,503,2019 Fall
ANTH 205,LYNCH D,3.121,41%,39%,504,2019 Fall
ANTH 205,YOUNG J,3.576,63%,33%,505,2019 Fall
ANTH 205,JOHNSON T,3.452,66%,25%,506,2019 Fall
ANTH 205,MATHENY R,3.619,77%,12%,508,2019 Fall
ANTH 205,GAUTHIER-BERUBE M,3.204,43%,43%,512,2019 Fall
ANTH 205,BURKE A,2.966,37%,40%,513,2019 Fall
ANTH 205,BRYANT V,2.443,10%,45%,599,2019 Fall
ANTH 210,WINKING J,2.931,25%,52%,501,2019 Fall
ANTH 210,FARRAR J,3.622,70%,23%,502,2019 Fall
ANTH 225,ANDERSON M,2.370,13%,37%,500,2019 Fall
ANTH 226,IZZO V,3.722,83%,6%,501,2019 Fall
ANTH 226,GANDARILLA M,3.588,65%,29%,502,2019 Fall
ANTH 229,GREEN T,2.880,24%,44%,500,2019 Fall
ANTH 300,LYNCH D,3.421,63%,26%,500,2019 Fall
ANTH 304,GRAF K,4.000,100%,0%,500,2019 Fall
ANTH 305,LINDERHOLM A,3.071,36%,50%,900,2019 Fall
ANTH 313,BENDIG C,3.352,53%,29%,500,2019 Fall
ANTH 324,REGAN M,3.875,88%,12%,200,2019 Fall
ANTH 340,GREEN T,2.857,29%,43%,500,2019 Fall
ANTH 370,LAPORTE C,2.886,36%,32%,501,2019 Fall
ANTH 410,LAPORTE C,3.037,37%,44%,500,2019 Fall
ANTH 412,GOEBEL F,3.380,48%,43%,900,2019 Fall
ANTH 415,WHITE J,2.733,20%,40%,900,2019 Fall
ANTH 419,THOMS A,2.250,0%,50%,500,2019 Fall
ANTH 421,THAKAR H,3.562,69%,19%,500,2019 Fall
ANTH 435,HOPKINS A,2.961,31%,46%,500,2019 Fall
ANTH 437,HOPKINS A,3.476,62%,33%,500,2019 Fall
ANTH 458,WINKING J,1.900,10%,20%,500,2019 Fall
ANTH 484,THAKAR H,4.000,100%,0%,501,2019 Fall
ANTH 601,GURSKY S,3.666,75%,17%,600,2019 Fall
ANTH 603,CRISMAN K,3.500,50%,50%,600,2019 Fall
ANTH 605,HAMILTON D,3.444,44%,56%,600,2019 Fall
ANTH 611,PULAK C,3.571,57%,43%,600,2019 Fall
ANTH 613,CARLSON D,3.666,67%,33%,600,2019 Fall
ANTH 615,PULAK C,3.571,57%,43%,600,2019 Fall
ANTH 617,DOSTAL C,3.200,40%,40%,600,2019 Fall
ANTH 627,WRIGHT L,4.000,100%,0%,600,2019 Fall
ANTH 652,WATERS M,4.000,100%,0%,600,2019 Fall
ANTH 670,GURSKY S,4.000,100%,0%,600,2019 Fall
ANTH 672,LINDERHOLM A,4.000,100%,0%,600,2019 Fall
AFST 201,LAWO-SUKAM A,3.428,69%,23%,501,2019 Fall
AFST 300,BROUSSARD A,2.600,0%,60%,500,2019 Fall
AFST 303,CARTER-SOWELL A,2.200,0%,60%,500,2019 Fall
AFST 317,DURAN R,2.500,17%,50%,501,2019 Fall
AFST 317,MOORE W,3.285,57%,29%,502,2019 Fall
AFST 339,TUHKANEN M,2.400,20%,40%,500,2019 Fall
AFST 425,POIROT K,2.750,25%,50%,900,2019 Fall
FILM 215,CECCHINI F,3.127,34%,45%,500,2019 Fall
FILM 251,SIMMS M,3.509,70%,19%,501,2019 Fall
FILM 251,SIMMS M,3.428,57%,29%,502,2019 Fall
FILM 251,EMBREE D,3.600,60%,40%,503,2019 Fall
FILM 251,SIMMS M,3.384,69%,15%,504,2019 Fall
FILM 251,NEIGHBORS R,2.823,14%,61%,M01,2019 Fall
FILM 299,MILLER C,3.500,55%,40%,500,2019 Fall
FILM 299,MILLER C,3.508,56%,39%,501,2019 Fall
FILM 299,MILLER C,3.500,61%,27%,502,2019 Fall
FILM 356,FRANCIS J,3.600,60%,40%,500,2019 Fall
FILM 356,SADLER L,3.600,80%,0%,501,2019 Fall
FILM 376,CONWAY D,3.400,60%,20%,500,2019 Fall
FILM 394,HUMPHREY D,3.000,50%,33%,500,2019 Fall
LBAR 181,CERRATO M,3.923,92%,8%,200,2019 Fall
LBAR 181,OBERHELMAN S,3.818,86%,9%,501,2019 Fall
LBAR 181,OBERHELMAN S,4.000,100%,0%,502,2019 Fall
LBAR 181,OBERHELMAN S,4.000,100%,0%,503,2019 Fall
LBAR 181,OBERHELMAN S,3.687,88%,6%,504,2019 Fall
LBAR 181,BROOKINS B,3.708,79%,17%,506,2019 Fall
LBAR 181,LAPORTE C,3.809,86%,10%,507,2019 Fall
LBAR 181,DORSEY L,3.652,74%,17%,508,2019 Fall
