course,prof,gpa,% of A,% of B,section_,semester
INTA 603,FEIL S,3.800,80%,20%,700,2017 Summer
INTA 605,RUSSELL R,4.000,100%,0%,700,2017 Summer
INTA 617,CASTILLO J,3.928,93%,7%,100,2017 Summer
INTA 651,RUSSELL R,3.666,67%,33%,700,2017 Summer
INTA 657,MACNAMEE R,3.916,92%,8%,100,2017 Summer
INTA 680,SMITH J,3.500,50%,50%,700,2017 Summer
PSAA 601,BEARFIELD D,2.875,25%,62%,700,2017 Summer
PSAA 601,BULLOCK J,4.000,100%,0%,701,2017 Summer
PSAA 620,MILESKI J,3.375,75%,12%,700,2017 Summer
PSAA 623,GRAHAM C,3.800,80%,20%,700,2017 Summer
PSAA 630,MORRISON J,3.000,44%,33%,700,2017 Summer
PSAA 634,GREER R,3.857,86%,14%,700,2017 Summer
PSAA 636,LUM J,3.941,94%,6%,700,2017 Summer
PSAA 643,BROWN W,3.058,35%,53%,700,2017 Summer
PSAA 644,GREIM J,3.400,40%,60%,700,2017 Summer
PSAA 649,MORRISON J,3.166,17%,83%,700,2017 Summer
PSAA 651,HOGLER J,3.555,89%,0%,700,2017 Summer
PSAA 656,ROLLINS J,3.375,75%,12%,700,2017 Summer
PSAA 675,DAVIS D,4.000,100%,0%,700,2017 Summer
